dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
LONG,2006-02-06 17:00:00,572.7,567.39,584.21,2006-02-07 10:00:00,567.39,0.16,-90.83,-1.07,stop,15
SHORT,2006-02-10 07:00:00,560.1,569.36,534.38,2006-02-14 23:00:00,546.7,0.09,117.27,1.41,time,60
SHORT,2006-02-15 02:00:00,544.6,548.68,535.24,2006-02-16 04:00:00,535.24,0.21,188.7,2.2,target,24
SHORT,2006-02-16 14:00:00,538.7,542.48,530.85,2006-02-16 17:00:00,542.48,0.23,-95.34,-1.1,stop,2
LONG,2006-02-23 11:00:00,552.7,550.01,557.48,2006-02-23 18:00:00,550.01,0.32,-97.84,-1.14,stop,6
LONG,2006-02-24 07:00:00,550.7,546.22,562.66,2006-03-01 02:00:00,560.6,0.19,181.07,2.13,time,60
LONG,2006-03-06 05:00:00,566.6,563.49,573.12,2006-03-06 17:00:00,563.49,0.28,-97.49,-1.12,stop,11
SHORT,2006-03-13 08:00:00,543.2,545.89,537.22,2006-03-13 18:00:00,545.89,0.32,-97.95,-1.14,stop,9
SHORT,2006-03-14 05:00:00,543.7,547.33,535.83,2006-03-14 16:00:00,547.33,0.23,-92.08,-1.1,stop,10
LONG,2006-03-16 19:00:00,554.2,545.92,570.46,2006-03-21 16:00:00,547.7,0.1,-68.7,-0.83,time,60
SHORT,2006-03-23 23:00:00,549.5,551.78,544.04,2006-03-24 14:00:00,551.78,0.37,-98.13,-1.16,stop,13
LONG,2006-03-29 12:00:00,563.1,559.27,571.05,2006-03-29 19:00:00,571.05,0.21,159.26,1.98,target,6
LONG,2006-04-04 16:00:00,588.7,583.34,600.32,2006-04-05 07:00:00,583.34,0.15,-85.92,-1.07,stop,13
LONG,2006-04-05 15:00:00,589.0,580.84,605.92,2006-04-10 08:00:00,594.2,0.1,48.3,0.59,time,60
LONG,2006-04-10 19:00:00,595.6,590.86,605.38,2006-04-13 11:00:00,595.1,0.17,-14.79,-0.18,time,60
LONG,2006-04-13 12:00:00,596.5,592.35,603.89,2006-04-13 14:00:00,592.35,0.2,-90.32,-1.09,stop,1
LONG,2006-04-13 18:00:00,595.6,589.19,608.73,2006-04-17 18:00:00,608.73,0.13,165.82,1.99,target,11
LONG,2006-04-21 12:00:00,622.0,608.25,650.09,2006-04-26 07:00:00,631.0,0.06,51.78,0.63,time,60
LONG,2006-04-26 16:00:00,635.6,626.78,652.04,2006-04-28 17:00:00,652.04,0.09,144.62,1.82,target,46
LONG,2006-05-03 20:00:00,672.6,655.74,706.63,2006-05-08 13:00:00,679.6,0.05,33.15,0.39,time,60
LONG,2006-05-08 18:00:00,679.0,668.82,699.65,2006-05-09 19:00:00,699.65,0.08,162.24,1.99,target,23
LONG,2006-05-15 03:00:00,718.2,705.38,744.73,2006-05-15 09:00:00,705.38,0.06,-79.11,-1.03,stop,5
SHORT,2006-05-19 10:00:00,683.7,690.19,671.63,2006-05-19 14:00:00,671.63,0.13,152.13,1.8,target,3
SHORT,2006-05-23 05:00:00,660.5,665.09,651.92,2006-05-23 06:00:00,651.92,0.19,156.04,1.79,target,0
SHORT,2006-05-23 06:00:00,657.7,665.13,644.34,2006-05-23 15:00:00,665.13,0.12,-93.61,-1.05,stop,8
SHORT,2006-05-24 13:00:00,663.0,671.38,645.35,2006-05-24 16:00:00,645.35,0.1,172.8,2.06,target,2
SHORT,2006-05-26 09:00:00,651.0,655.86,640.37,2006-05-26 16:00:00,640.37,0.19,194.85,2.11,target,6
SHORT,2006-05-26 16:00:00,644.0,656.75,617.0,2006-05-30 15:00:00,656.75,0.07,-91.86,-1.03,stop,10
SHORT,2006-05-30 23:00:00,652.7,666.58,623.44,2006-06-01 15:00:00,623.44,0.06,173.35,2.08,target,37
SHORT,2006-06-02 16:00:00,628.5,640.74,606.12,2006-06-05 02:00:00,640.74,0.07,-88.27,-1.03,stop,7
SHORT,2006-06-05 22:00:00,635.2,646.15,613.0,2006-06-08 14:00:00,617.5,0.08,138.64,1.58,time,60
SHORT,2006-06-09 18:00:00,608.7,618.66,589.98,2006-06-13 11:00:00,589.98,0.09,165.17,1.84,target,37
