dir,entry_time,entry,stop,target,exit_time,exit,lots,pnl,R,reason,bars
SHORT,2015-06-05 16:00:00,1167.54,1179.21,1144.19,2015-06-09 08:00:00,1179.21,0.17,-204.73,-1.03,stop,9
LONG,2015-06-18 12:00:00,1195.89,1184.43,1218.75,2015-06-22 16:00:00,1184.43,0.17,-201.1,-1.03,stop,12
SHORT,2015-06-23 16:00:00,1177.52,1187.47,1157.34,2015-06-29 00:00:00,1187.47,0.19,-196.17,-1.04,stop,19
SHORT,2015-07-02 12:00:00,1165.49,1170.66,1155.14,2015-07-06 00:00:00,1170.66,0.37,-205.15,-1.07,stop,7
SHORT,2015-07-15 20:00:00,1147.49,1154.0,1134.6,2015-07-17 16:00:00,1134.6,0.29,363.17,1.92,target,10
SHORT,2015-07-17 16:00:00,1139.45,1146.51,1125.6,2015-07-20 04:00:00,1125.6,0.27,363.99,1.91,target,2
SHORT,2015-07-20 08:00:00,1107.8,1137.03,1049.27,2015-08-03 12:00:00,1093.49,0.06,83.64,0.48,time,60
LONG,2015-08-12 20:00:00,1123.8,1111.11,1149.33,2015-08-18 16:00:00,1111.11,0.15,-195.91,-1.03,stop,22
LONG,2015-08-19 20:00:00,1128.87,1117.35,1151.92,2015-08-20 16:00:00,1151.92,0.17,385.51,1.97,target,4
LONG,2015-08-20 20:00:00,1152.43,1137.81,1181.62,2015-08-25 16:00:00,1137.81,0.13,-194.93,-1.03,stop,16
SHORT,2015-08-26 16:00:00,1127.58,1142.51,1097.78,2015-09-01 04:00:00,1142.51,0.13,-198.93,-1.02,stop,20
LONG,2015-09-01 08:00:00,1142.27,1134.99,1156.77,2015-09-02 16:00:00,1134.99,0.27,-206.5,-1.05,stop,7
SHORT,2015-09-03 16:00:00,1123.05,1135.91,1097.18,2015-09-18 00:00:00,1130.88,0.15,-123.0,-0.64,time,60
LONG,2015-09-18 00:00:00,1130.88,1113.93,1169.15,2015-09-30 16:00:00,1113.93,0.11,-190.48,-1.02,stop,51
